series_id,TradeTransportationAndUtilities,footnote_codes_x,date,supersector_code,industry_code,data_type_code,seasonal,series_title,footnote_codes_y,begin_year,begin_period,end_year,end_period
CEU4000000001    ,6994.0,,1940-08-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7049.0,,1940-08-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7101.0,,1940-09-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7144.0,,1940-09-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7121.0,,1940-10-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7225.0,,1940-10-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7147.0,,1940-11-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7287.0,,1940-11-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7208.0,,1940-12-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7591.0,,1940-12-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7075.0,,1941-01-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7223.0,,1941-01-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7096.0,,1941-02-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7275.0,,1941-02-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7299.0,,1941-03-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7194.0,,1941-03-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7439.0,,1941-04-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7402.0,,1941-04-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7493.0,,1941-05-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7428.0,,1941-05-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7563.0,,1941-06-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7550.0,,1941-06-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7639.0,,1941-07-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7578.0,,1941-07-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7711.0,,1941-08-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7657.0,,1941-08-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7722.0,,1941-09-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7745.0,,1941-09-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7715.0,,1941-10-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7809.0,,1941-10-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7710.0,,1941-11-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7852.0,,1941-11-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8078.0,,1941-12-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7694.0,,1941-12-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7689.0,,1942-01-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7556.0,,1942-01-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7664.0,,1942-02-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7500.0,,1942-02-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7531.0,,1942-03-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7631.0,,1942-03-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7591.0,,1942-04-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7556.0,,1942-04-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7625.0,,1942-05-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7559.0,,1942-05-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7559.0,,1942-06-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7541.0,,1942-06-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7549.0,,1942-07-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7491.0,,1942-07-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7502.0,,1942-08-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7563.0,,1942-08-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7563.0,,1942-09-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7570.0,,1942-09-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7597.0,,1942-10-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7675.0,,1942-10-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7724.0,,1942-11-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7580.0,,1942-11-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7954.0,,1942-12-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7565.0,,1942-12-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7571.0,,1943-01-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7459.0,,1943-01-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7564.0,,1943-02-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7427.0,,1943-02-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7483.0,,1943-03-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7572.0,,1943-03-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7612.0,,1943-04-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7576.0,,1943-04-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7601.0,,1943-05-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7535.0,,1943-05-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7640.0,,1943-06-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7614.0,,1943-06-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7653.0,,1943-07-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7595.0,,1943-07-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7637.0,,1943-08-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7559.0,,1943-08-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7635.0,,1943-09-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7600.0,,1943-09-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7652.0,,1943-10-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7707.0,,1943-10-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7832.0,,1943-11-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7685.0,,1943-11-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8013.0,,1943-12-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7612.0,,1943-12-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7625.0,,1944-01-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7710.0,,1944-01-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7741.0,,1944-02-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7635.0,,1944-02-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7754.0,,1944-03-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7684.0,,1944-03-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7724.0,,1944-04-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7770.0,,1944-04-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7718.0,,1944-05-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7788.0,,1944-05-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7796.0,,1944-06-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7756.0,,1944-06-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7817.0,,1944-07-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7746.0,,1944-07-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7830.0,,1944-08-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7739.0,,1944-08-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7836.0,,1944-09-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7784.0,,1944-09-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7846.0,,1944-10-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7886.0,,1944-10-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8005.0,,1944-11-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7850.0,,1944-11-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8219.0,,1944-12-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7799.0,,1944-12-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7829.0,,1945-01-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7890.0,,1945-01-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7835.0,,1945-02-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7923.0,,1945-02-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7912.0,,1945-03-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7966.0,,1945-03-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7847.0,,1945-04-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7908.0,,1945-04-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7878.0,,1945-05-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7963.0,,1945-05-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,7962.0,,1945-06-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7907.0,,1945-06-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8006.0,,1945-07-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7920.0,,1945-07-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8022.0,,1945-08-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,7924.0,,1945-08-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8039.0,,1945-09-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8091.0,,1945-09-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8194.0,,1945-10-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8153.0,,1945-10-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8427.0,,1945-11-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8258.0,,1945-11-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8721.0,,1945-12-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8278.0,,1945-12-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8470.0,,1946-01-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8518.0,,1946-01-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8615.0,,1946-02-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8526.0,,1946-02-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8668.0,,1946-03-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8719.0,,1946-03-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8856.0,,1946-04-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8780.0,,1946-04-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8733.0,,1946-05-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8841.0,,1946-05-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8879.0,,1946-06-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8811.0,,1946-06-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
CES4000000001    ,8969.0,,1946-07-01,40,40000000,01,S,"All employees, thousands, trade, transportation, and utilities, seasonally adjusted",,1939,M01,2023,M02
CEU4000000001    ,8870.0,,1946-07-01,40,40000000,01,U,"All employees, thousands, trade, transportation, and utilities, not seasonally adjusted",,1939,M01,2023,M02
